key,category,zh-CN,note
suggestion.error.reply-required,意见,请输入回音内容,
suggestion.error.title-required,意见,请输入建议标题,
suggestion.field.description,意见,详细描述,
suggestion.field.description-placeholder,意见,描述遇到的问题、希望的改动方式，以及它会改善什么体验。,
suggestion.field.title,意见,标题,
suggestion.field.title-placeholder,意见,例如：背包支持按类型筛选,
suggestion.list.note,意见,搜索与分页,
suggestion.modal.close-hint,意见,点击空白处关闭,
suggestion.modal.subtitle,意见,待处理 {pendingCount} · 我的意见 {mineCount} · 未读回音 {unreadCount},
suggestion.modal.title,意见,道心反馈,
suggestion.reply.compose-note,意见,补充内容会追加到当前意见，不会单独生成新意见。,
suggestion.reply.compose-title,意见,续写回音,
suggestion.reply.empty,意见,暂无回音,
suggestion.reply.empty-gm,意见,尚未得天道回音,
suggestion.reply.placeholder.can,意见,补充情景、描述或期盼,
suggestion.reply.placeholder.disabled,意见,当前不可补充,
suggestion.reply.section,意见,回音记录,
suggestion.role.author,意见,发起人,
suggestion.role.gm,意见,天道执掌,
suggestion.search.placeholder,意见,搜索标题、描述或回复内容,
suggestion.status.completed,意见,已完成,
suggestion.status.pending,意见,待处理,
suggestion.summary.mine,意见,我的意见,
suggestion.summary.mine-note,意见,只展示你自己发起的意见与后续往来记录。,
suggestion.summary.pending,意见,待处理,
suggestion.summary.pending-note,意见,尚未归档的意见会优先排在列表前方。,
suggestion.summary.unread,意见,天道未读回音,
suggestion.summary.unread-note,意见,进入对应意见详情后，红点会随已读状态一并消失。,
suggestion.tab.all,意见,全部意见,
suggestion.tab.mine,意见,我的意见,
suggestion.toolbar.page,意见,共 {total} 条，第 {page} / {totalPages} 页,
building.toast.not-buildable-world,营造,当前不在可建造世界,
building.toast.select-requirement,营造,请先选择{label},
building.toast.submitted,营造,已提交建造意图,
craft.workbench.level.short,制造技艺,Lv.{level},
craft.workbench.modal.subtitle.alchemy,制造技艺,炼丹 Lv.{level},
craft.workbench.modal.subtitle.default,制造技艺,制造型技艺,
craft.workbench.modal.subtitle.enhancement,制造技艺,强化 Lv.{level},
craft.workbench.modal.subtitle.forging,制造技艺,炼器 Lv.{level},
craft.workbench.modal.title,制造技艺,制造技艺,
craft.workbench.mode.alchemy,制造技艺,炼丹,
craft.workbench.mode.craft,制造技艺,制造,
craft.workbench.mode.enhancement,制造技艺,强化,
craft.workbench.mode.forging,制造技艺,炼器,
craft.workbench.mode.technique,制造技艺,制造技艺,
craft.workbench.profession.description.alchemy,制造技艺,以丹方、主药与辅药炼成丹药，可批量炼制。,
craft.workbench.profession.description.default,制造技艺,制造型技艺共用任务队列。,
craft.workbench.profession.description.enhancement,制造技艺,使用强化锤与材料淬炼装备，逐级提升。强化失败时若无保护，等级直接归零；若有保护，则仅降一级。,
craft.workbench.profession.description.forging,制造技艺,以器方与玄铁锻造技艺工具，成功率与加速方式同炼丹。,
craft.workbench.queue.active,制造技艺,进行中,
craft.workbench.queue.empty,制造技艺,暂无制造任务。,
craft.workbench.queue.pending,制造技艺,排队 {index},
craft.workbench.queue.target-level,制造技艺,目标 +{level},
craft.workbench.queue.title,制造技艺,当前任务队列,
craft.workbench.time.ticks,制造技艺,{ticks} 息,
craft.workbench.time.zero,制造技艺,0 息,
craft.workbench.unit.item,制造技艺,件,
craft.workbench.unit.pill,制造技艺,枚,
equipment.action.unequip,装备,卸下,
equipment.effect.current-resource-cost,装备,{percent} 当前{resource},
equipment.effect.max-resource-cost,装备,{percent} 最大{resource},
equipment.effect.no-value-change,装备,无数值变化,
equipment.effect.periodic-cost,装备,代价:{trigger}损失 {mode}{condition},
equipment.effect.stat-aura,装备,特效:{effects}{condition},
equipment.effect.timed-buff,装备,触发:{trigger}获得 {buffName} {duration}息{condition}{effects},
equipment.effect.timed-buff-effects,装备,，效果:{effects},
equipment.empty.affixes,装备,暂无词条,
equipment.empty.all,装备,尚未装备任何物品,
equipment.empty.slot-meta,装备,尚未装备,
equipment.empty.slot-short,装备,未着,
equipment.resource.hp,装备,生命,
equipment.resource.qi,装备,灵力,
equipment.title,装备,装备栏,
equipment.trigger.cultivation-tick,装备,修炼时每息,
equipment.trigger.on-attack,装备,攻击后,
equipment.trigger.on-cultivation-tick,装备,修炼时,
equipment.trigger.on-enter-map,装备,入图时,
equipment.trigger.on-equip,装备,装备时,
equipment.trigger.on-hit,装备,受击后,
equipment.trigger.on-kill,装备,击杀后,
equipment.trigger.on-move,装备,移动后,
equipment.trigger.on-skill-cast,装备,施法后,
equipment.trigger.on-tick,装备,每息,
equipment.trigger.on-time-segment-changed,装备,时段切换时,
equipment.trigger.on-unequip,装备,卸下时,
equipment.trigger.tick,装备,每息,
equipment-tooltip.buff.default-mark,装备提示,气,范围D固定前端可见文本
equipment-tooltip.buff.stack-limit.comma,装备提示,，最多 {stackLimit} 层,范围D固定前端可见文本
equipment-tooltip.buff.stack-limit.suffix,装备提示,· 最多 {stackLimit} 层,范围D固定前端可见文本
equipment-tooltip.chance.line,装备提示,触发概率：{chance},范围D固定前端可见文本
equipment-tooltip.condition.cultivating,装备提示,仅修炼中生效,范围D固定前端可见文本
equipment-tooltip.condition.has-buff,装备提示,需带有 {buffId}{stacks},范围D固定前端可见文本
equipment-tooltip.condition.hp-ratio,装备提示,生命 {op} {value},范围D固定前端可见文本
equipment-tooltip.condition.line,装备提示,条件：{conditions},范围D固定前端可见文本
equipment-tooltip.condition.map,装备提示,地图：{value},范围D固定前端可见文本
equipment-tooltip.condition.min-stacks,装备提示,{stacks} 层,范围D固定前端可见文本
equipment-tooltip.condition.not-cultivating,装备提示,仅未修炼时生效,范围D固定前端可见文本
equipment-tooltip.condition.qi-ratio,装备提示,灵力 {op} {value},范围D固定前端可见文本
equipment-tooltip.condition.target-kind,装备提示,目标：{value},范围D固定前端可见文本
equipment-tooltip.condition.time,装备提示,时段：{value},范围D固定前端可见文本
equipment-tooltip.consumable.active-cooldown,装备提示,当前冷却：{left} / {cooldown} 息,范围D固定前端可见文本
equipment-tooltip.consumable.bind-respawn,装备提示,使用效果：绑定复活点与遁返落点,范围D固定前端可见文本
equipment-tooltip.consumable.buff,装备提示,药效：{name}{meta},范围D固定前端可见文本
equipment-tooltip.consumable.buff-duration,装备提示,持续 {duration} 息,范围D固定前端可见文本
equipment-tooltip.consumable.buff-max-stacks,装备提示,最多 {stacks} 层,范围D固定前端可见文本
equipment-tooltip.consumable.cooldown,装备提示,使用冷却：{cooldown} 息,范围D固定前端可见文本
equipment-tooltip.consumable.heal-amount,装备提示,恢复 {amount} 点气血,范围D固定前端可见文本
equipment-tooltip.consumable.heal-percent,装备提示,恢复 {percent} 气血,范围D固定前端可见文本
equipment-tooltip.consumable.instant,装备提示,立即效果：{value},范围D固定前端可见文本
equipment-tooltip.consumable.instant-resource,装备提示,立即效果：{resource} +{amount},范围D固定前端可见文本
equipment-tooltip.consumable.qi-percent,装备提示,恢复 {percent} 真气,范围D固定前端可见文本
equipment-tooltip.consumable.unlock-map,装备提示,使用效果：永久解锁对应地图,范围D固定前端可见文本
equipment-tooltip.cooldown.line,装备提示,冷却：{cooldown} 息,范围D固定前端可见文本
equipment-tooltip.cooldown.meta,装备提示,冷却 {cooldown} 息,范围D固定前端可见文本
equipment-tooltip.craft.alchemy,装备提示,炼丹,范围D固定前端可见文本
equipment-tooltip.craft.forging,装备提示,炼器,范围D固定前端可见文本
equipment-tooltip.desc.line,装备提示,说明：{desc},范围D固定前端可见文本
equipment-tooltip.duration.with-stack,装备提示,{duration} 息{stack},范围D固定前端可见文本
equipment-tooltip.effect.line,装备提示,效果：{effects},范围D固定前端可见文本
equipment-tooltip.effect.no-change,装备提示,无数值变化,范围D固定前端可见文本
equipment-tooltip.element.earth,装备提示,土,范围D固定前端可见文本
equipment-tooltip.element.fire,装备提示,火,范围D固定前端可见文本
equipment-tooltip.element.metal,装备提示,金,范围D固定前端可见文本
equipment-tooltip.element.none,装备提示,无属性,范围D固定前端可见文本
equipment-tooltip.element.water,装备提示,水,范围D固定前端可见文本
equipment-tooltip.element.wood,装备提示,木,范围D固定前端可见文本
equipment-tooltip.equipped.attrs,装备提示,装备属性：{attrs},范围D固定前端可见文本
equipment-tooltip.equipped.mark,装备提示,装,范围D固定前端可见文本
equipment-tooltip.equipped.slot,装备提示,部位：{slot},范围D固定前端可见文本
equipment-tooltip.equipped.title,装备提示,已装备,范围D固定前端可见文本
equipment-tooltip.label.category,装备提示,分类,范围D固定前端可见文本
equipment-tooltip.label.conditions,装备提示,生效条件,范围D固定前端可见文本
equipment-tooltip.label.element-values,装备提示,五行数值,范围D固定前端可见文本
equipment-tooltip.label.equipment-attrs,装备提示,装备属性,范围D固定前端可见文本
equipment-tooltip.label.periodic-cost,装备提示,持续代价,范围D固定前端可见文本
equipment-tooltip.label.progress-boost,装备提示,推进特效,范围D固定前端可见文本
equipment-tooltip.label.slot,装备提示,部位,范围D固定前端可见文本
equipment-tooltip.label.source,装备提示,来源,范围D固定前端可见文本
equipment-tooltip.label.stat-aura,装备提示,常驻特效,范围D固定前端可见文本
equipment-tooltip.label.status,装备提示,状态,范围D固定前端可见文本
equipment-tooltip.label.timed-buff,装备提示,触发增益,范围D固定前端可见文本
equipment-tooltip.label.trigger-conditions,装备提示,触发条件,范围D固定前端可见文本
equipment-tooltip.label.type,装备提示,类型,范围D固定前端可见文本
equipment-tooltip.material-values.elements,装备提示,五行：{values},范围D固定前端可见文本
equipment-tooltip.material.exotic,装备提示,异材,范围D固定前端可见文本
equipment-tooltip.material.herb,装备提示,药材,范围D固定前端可见文本
equipment-tooltip.material.ore,装备提示,矿石,范围D固定前端可见文本
equipment-tooltip.medicine-category.buff,装备提示,增益,范围D固定前端可见文本
equipment-tooltip.medicine-category.hp,装备提示,生命回复,范围D固定前端可见文本
equipment-tooltip.medicine-category.qi,装备提示,灵力回复,范围D固定前端可见文本
equipment-tooltip.medicine-category.special,装备提示,特殊,范围D固定前端可见文本
equipment-tooltip.periodic-cost.current-ratio,装备提示,{value} 当前{resource},范围D固定前端可见文本
equipment-tooltip.periodic-cost.max-ratio,装备提示,{value} 最大{resource},范围D固定前端可见文本
equipment-tooltip.periodic-cost.value,装备提示,{trigger}损失 {value},范围D固定前端可见文本
